epoch,acc,loss,val_acc,val_loss
0,0.6840417,0.8504114356040955,0.76033336,0.6390360080401103
1,0.77566665,0.6026110785007477,0.78975,0.5639156662623087
2,0.80029166,0.5430972242355346,0.8135,0.5061426297028859
3,0.8206458,0.4923321525255839,0.8165,0.49385753615697225
4,0.835375,0.45742822964986163,0.83891666,0.44371010828018187
5,0.8456875,0.42963222940762835,0.84475,0.4283586798508962
6,0.8539792,0.40669018189112344,0.8513333,0.4090168821811676
7,0.85933334,0.3898832714557648,0.8526667,0.40477224890391034
8,0.8639167,0.3771587554216385,0.85725,0.401103264093399
9,0.86747915,0.3668223864634832,0.8588333,0.39321213054656984
10,0.872,0.3548345444997152,0.8695833,0.3672733829021454
11,0.8759583,0.3443432828982671,0.8714167,0.35980109747250877
12,0.8790625,0.3351228590408961,0.87325,0.3547093236446381
13,0.88079166,0.3281272499163945,0.86116666,0.3846686139901479
14,0.8815,0.32401108332475026,0.8804167,0.33896407596270245
15,0.8846458,0.31672554393609365,0.88091666,0.3340862305164337
16,0.888,0.3097303325732549,0.8806667,0.33385139258702595
17,0.8881458,0.3076453748146693,0.88175,0.32705543422698974
18,0.89045835,0.3007170079151789,0.88208336,0.32445391623179115
19,0.8912917,0.29671952350934344,0.8825833,0.32330157367388407
20,0.89472914,0.28957640782992045,0.88825,0.31607191379865013
21,0.89554167,0.28643042651812234,0.88441664,0.31991236058870953
22,0.8981875,0.28212721745173136,0.88533336,0.31671885323524473
23,0.8988125,0.27659994864463805,0.8868333,0.310872222105662
24,0.9001875,0.2737089416186015,0.88016665,0.32684401019414266
25,0.90054166,0.2721500624418259,0.88633335,0.3147186193068822
26,0.90283334,0.2662426990071933,0.88925,0.3126955520709356
