epoch,acc,loss,val_acc,val_loss
0,0.68866664,0.8771075350443522,0.76208335,0.6617243927319845
1,0.77425,0.6167977613608042,0.7855833,0.5773312258720398
2,0.8065208,0.5285131289958954,0.8110833,0.5291176408926646
3,0.8253958,0.48156073061625165,0.83433336,0.4666676725546519
4,0.83775,0.45141433759530386,0.8430833,0.44361983489990237
5,0.8489375,0.4222773948510488,0.8476667,0.4272888720830282
6,0.85452086,0.40516638827323914,0.84891665,0.4203310630321503
7,0.8584375,0.3920889836549759,0.8624167,0.3866140556335449
8,0.8634167,0.3778873600959778,0.84375,0.4233656495412191
9,0.86629164,0.36784262267748513,0.865,0.3791776205698649
10,0.87075,0.3595010145505269,0.86716664,0.37303825736045837
11,0.8732917,0.35023741964499155,0.87225,0.35938269861539207
12,0.87622917,0.3416522077322006,0.8720833,0.36558156259854635
13,0.8780417,0.33643720956643425,0.87158334,0.35461403330167135
14,0.87983334,0.32816351354122164,0.8796667,0.34174388432502745
15,0.8827292,0.32245247813065847,0.875,0.34794560972849525
16,0.8850625,0.3165108522176743,0.87083334,0.3555255496501923
17,0.88725,0.3099704464276632,0.87833333,0.334250540971756
18,0.8899375,0.30275910250345867,0.88408333,0.3303685877323151
19,0.88960415,0.30145453770955405,0.8750833,0.3480759510596593
20,0.89270836,0.29510685296853384,0.88925,0.3141006374359131
21,0.89458334,0.29031539579232535,0.88691664,0.31880142211914064
22,0.8959583,0.2873042953411738,0.8825,0.33146253736813863
23,0.89622915,0.2835642774899801,0.8875,0.3120075214703878
24,0.8969167,0.2808359633286794,0.8904167,0.31000763360659284
25,0.8991875,0.2749518370628357,0.8883333,0.3132002744674683
26,0.90183336,0.2691112805604935,0.888,0.3101009982426961
27,0.90304166,0.265145823597908,0.8919167,0.303746196269989
28,0.90489584,0.26034611149628956,0.8871667,0.32004156374931336
29,0.905125,0.25930213685830433,0.89066666,0.31361316561698915
